left_company,department,job_level,salary,weekly_hours,business_travel,yrs_at_company,yrs_since_promotion,previous_companies,job_satisfaction,performance_rating,marital_status,miles_from_home
No,Research,Director,117051.38920804177,40,Rarely,1,0,3,Very High,Exceeds Expectations,Married,12
Yes,IT and Analytics,Vice President,169694.93684079958,58,Frequently,2,2,4,High,Meets Expectations,Married,15
No,Research,Director,121791.54554330528,49,Rarely,6,1,3,Very High,Exceeds Expectations,Divorced,25
No,Research,Manager,65314.27773847499,48,Rarely,4,2,1,High,Exceeds Expectations,Married,6
No,Sales,Senior Manager,82608.49017934242,48,Rarely,6,1,3,High,Meets Expectations,Married,9
No,IT and Analytics,Vice President,164068.187356296,47,Rarely,5,1,3,High,Exceeds Expectations,Single,8
Yes,Sales,Associate,35879.23350557546,61,Rarely,11,3,5,Low,Minimally Effective,Married,23
No,IT and Analytics,Associate,38033.28413552117,55,Frequently,18,2,5,High,Meets Expectations,Single,9
Yes,Finance and Operations,Senior Manager,96908.91604054258,64,Frequently,21,13,6,Low,Meets Expectations,Single,12
No,IT and Analytics,Associate,37852.21423611548,46,Rarely,6,1,1,Low,Exceeds Expectations,Single,4
No,IT and Analytics,Associate,37087.0500142112,49,Rarely,8,1,3,High,Meets Expectations,Married,1
No,IT and Analytics,Senior Manager,97504.49983917625,49,Rarely,4,1,3,Medium,Meets Expectations,Single,24
Yes,Finance and Operations,Manager,73594.59855178719,55,Rarely,1,0,3,Very High,Meets Expectations,Married,12
No,Marketing,Director,123258.39201422567,53,Rarely,8,0,1,Very High,Meets Expectations,Married,3
No,Research,Director,125315.457565321,49,Rarely,10,1,1,High,Minimally Effective,Married,10
No,Research,Director,117887.85463532535,46,Frequently,1,0,3,Very High,Exceptional,Married,26
No,Sales,Manager,63295.21958334935,49,Rarely,7,6,3,Medium,Exceeds Expectations,Divorced,2
No,Sales,Director,119981.23879437111,48,Frequently,13,4,3,Low,Minimally Effective,Single,1
No,Research,Director,107741.60346755681,47,Frequently,2,2,3,Very High,Meets Expectations,Married,4
Yes,IT and Analytics,Manager,76142.83709465108,60,Rarely,4,1,5,High,Minimally Effective,Single,9
No,IT and Analytics,Senior Manager,88835.99581364448,49,None,1,0,2,Low,Meets Expectations,Divorced,2
No,Marketing,Senior Manager,96752.65514432768,46,Rarely,5,4,2,Low,Exceeds Expectations,Divorced,4
No,Sales,Director,125228.83781340739,48,Rarely,10,0,3,Very High,Exceptional,Married,6
No,Research,Director,120994.87407524275,52,Rarely,1,0,4,Low,Exceeds Expectations,Single,9
No,Marketing,Senior Manager,89779.09659735188,51,Rarely,3,0,7,High,Exceptional,Married,7
No,Product Development,Director,122812.30029565316,50,Rarely,14,3,2,Very High,Meets Expectations,Married,1
No,Research,Senior Manager,73027.0890845913,50,Rarely,2,1,5,High,Exceeds Expectations,Single,3
Yes,Sales,Senior Manager,97635.11023397687,59,Rarely,6,0,5,High,Meets Expectations,Single,10
No,Marketing,Senior Manager,88196.7609856393,48,Rarely,7,4,3,High,Exceeds Expectations,Divorced,7
No,Marketing,Manager,74603.52130991654,48,Rarely,5,1,3,Very High,Exceeds Expectations,Married,15
Yes,Sales,Manager,66804.38182244138,58,Frequently,0,0,6,Very High,Meets Expectations,Married,3
No,Research,Manager,72711.20205247379,51,Rarely,26,15,2,Low,Exceeds Expectations,Married,2
No,Product Development,Senior Manager,94089.24424743127,48,None,0,0,3,High,Meets Expectations,Single,17
No,Sales,Senior Manager,86401.67884485536,51,Rarely,5,1,2,High,Exceptional,Married,2
Yes,Sales,Manager,67087.98280452746,56,None,1,0,3,Low,Minimally Effective,Divorced,5
No,Sales,Senior Manager,103612.78304819846,50,Rarely,4,0,2,Low,Exceptional,Divorced,29
No,Sales,Senior Manager,91795.18929074405,49,Frequently,0,0,3,Medium,Exceeds Expectations,Married,2
No,Product Development,Senior Manager,103345.5955663416,52,Frequently,2,2,3,Low,Meets Expectations,Married,2
No,Research,Senior Manager,83724.36835550406,50,Rarely,6,3,5,Low,Minimally Effective,Married,19
No,IT and Analytics,Associate,42698.811972869495,49,Rarely,4,0,3,Medium,Exceeds Expectations,Married,15
No,Research,Senior Manager,89312.88026145384,51,Rarely,7,1,3,Low,Meets Expectations,Married,17
Yes,Product Development,Associate,39596.157928181485,59,Rarely,1,0,6,Medium,Minimally Effective,Married,17
No,Sales,Senior Manager,90648.94791158703,42,Frequently,10,0,2,High,Meets Expectations,Married,25
No,Marketing,Director,124484.7379578382,50,Rarely,7,1,3,High,Meets Expectations,Divorced,6
No,IT and Analytics,Senior Manager,81186.97635963521,41,Rarely,10,8,2,High,Minimally Effective,Divorced,7
No,Finance and Operations,Manager,77671.45315997407,50,Rarely,20,13,2,Very High,Exceeds Expectations,Single,29
No,Research,Senior Manager,87879.836289276,48,Rarely,2,2,4,Very High,Exceptional,Single,21
No,IT and Analytics,Senior Manager,104676.82876455488,49,Rarely,6,1,2,Very High,Exceptional,Divorced,2
No,IT and Analytics,Vice President,175320.80609413597,40,None,4,0,3,Low,Exceeds Expectations,Married,2
No,Research,Vice President,163287.76050925007,50,Rarely,11,1,3,Very High,Exceptional,Divorced,7
No,IT and Analytics,Manager,78328.77359130478,52,Frequently,2,2,3,Medium,Exceeds Expectations,Married,13
No,Research,Vice President,184144.55800143874,47,Frequently,8,0,3,High,Meets Expectations,Single,2
No,Marketing,Associate,37945.30930074681,46,Rarely,7,7,4,Low,Exceeds Expectations,Divorced,1
No,Research,Senior Manager,83503.33559785628,49,Rarely,14,4,2,Very High,Exceptional,Married,9
No,Research,Manager,75927.01175477346,44,Rarely,5,1,5,Medium,Meets Expectations,Divorced,10
No,Finance and Operations,Associate,42845.59026794154,45,Rarely,4,1,4,Very High,Minimally Effective,Single,10
No,Marketing,Director,113809.12182601717,49,Rarely,11,5,3,Medium,Exceeds Expectations,Married,1
No,Research,Associate,37438.70050270344,55,Frequently,1,0,2,Low,Exceptional,Married,26
No,IT and Analytics,Manager,72010.57844231337,48,None,13,4,6,Very High,Exceptional,Married,8
No,Finance and Operations,Director,124657.6511455047,50,Rarely,9,6,3,Low,Exceeds Expectations,Married,14
No,IT and Analytics,Associate,38358.868116458565,50,Frequently,5,1,2,High,Meets Expectations,Divorced,1
No,IT and Analytics,Associate,39421.9604954672,48,Rarely,10,7,1,Very High,Exceeds Expectations,Married,2
Yes,Research,Director,115740.98192826808,57,None,1,0,5,Medium,Meets Expectations,Single,10
No,IT and Analytics,Senior Manager,82979.97147400504,49,Rarely,3,1,3,Very High,Exceptional,Divorced,1
No,Sales,Associate,47547.807110842776,53,Rarely,10,0,3,Very High,Exceeds Expectations,Married,3
No,Research,Director,122052.34019255548,49,Rarely,6,0,1,Low,Exceptional,Married,11
No,Research,Director,114932.9095432388,49,Rarely,10,1,3,Low,Meets Expectations,Single,24
No,IT and Analytics,Manager,68377.59173915342,45,Rarely,6,0,3,Very High,Exceeds Expectations,Single,3
No,IT and Analytics,Manager,69200.87485830684,45,Rarely,8,0,6,Very High,Not Effective,Married,3
No,Sales,Associate,40671.05558515654,42,Rarely,1,0,3,High,Exceptional,Married,4
No,IT and Analytics,Senior Manager,88949.17247411006,44,Frequently,11,0,3,Medium,Exceeds Expectations,Married,3
No,Marketing,Director,120478.64671247709,43,Rarely,1,0,3,Medium,Exceeds Expectations,Single,2
No,IT and Analytics,Senior Manager,98240.16562215691,55,Rarely,5,0,7,High,Meets Expectations,Divorced,4
No,Research,Vice President,203528.86846665893,49,Rarely,6,1,2,Very High,Exceeds Expectations,Divorced,7
No,Research,Senior Manager,103673.64411289757,51,Rarely,1,0,3,Very High,Meets Expectations,Single,1
No,Marketing,Director,119819.98508799862,49,Rarely,7,1,1,Very High,Exceeds Expectations,Divorced,1
No,IT and Analytics,Senior Manager,101127.41324381753,47,Rarely,1,0,3,High,Exceeds Expectations,Married,20
No,Marketing,Vice President,184829.7202525099,52,Rarely,22,3,6,Medium,Meets Expectations,Married,5
No,Sales,Director,118212.71445800051,46,Rarely,9,0,7,High,Exceptional,Divorced,10
No,IT and Analytics,Associate,41649.35587064443,52,Rarely,1,0,2,Very High,Exceptional,Single,25
No,IT and Analytics,Senior Manager,87055.49634753575,46,Rarely,1,0,1,High,Exceeds Expectations,Married,1
Yes,Marketing,Manager,70860.08229429612,61,Frequently,1,1,3,Very High,Exceeds Expectations,Single,24
No,Finance and Operations,Director,123886.81449290628,49,Rarely,8,2,6,Very High,Exceptional,Single,4
Yes,Sales,Manager,76168.75017927508,62,Rarely,24,1,6,Medium,Exceeds Expectations,Single,2
No,Marketing,Manager,70482.67949049015,52,None,33,15,3,Medium,Meets Expectations,Divorced,8
Yes,Product Development,Director,117647.97879474211,54,Frequently,2,2,6,High,Minimally Effective,Single,10
No,Marketing,Manager,71526.41357079921,45,Rarely,11,0,7,Medium,Exceeds Expectations,Married,4
No,Product Development,Associate,35864.83291967503,49,Rarely,3,0,3,Low,Exceeds Expectations,Single,2
No,Research,Director,120412.75196687107,50,Frequently,29,11,3,Medium,Meets Expectations,Divorced,9
No,IT and Analytics,Senior Manager,79345.00109094048,47,Rarely,9,5,3,Very High,Meets Expectations,Single,18
No,Finance and Operations,Manager,64410.56864100834,47,Frequently,11,5,3,Medium,Exceeds Expectations,Divorced,19
No,Marketing,Senior Manager,98882.29113264837,50,Frequently,4,0,1,High,Exceptional,Single,1
No,Research,Manager,69385.89825632093,49,Rarely,25,14,2,Low,Exceeds Expectations,Divorced,4
No,IT and Analytics,Director,114556.23807983166,49,Frequently,10,1,2,Medium,Exceeds Expectations,Married,11
No,IT and Analytics,Senior Manager,93650.5444343326,45,Rarely,3,2,2,High,Meets Expectations,Married,6
No,Research,Manager,73193.28751099609,49,Rarely,1,0,1,Medium,Exceptional,Married,7
No,Marketing,Senior Manager,79420.30638259409,50,Rarely,21,15,3,Very High,Exceptional,Single,4
No,IT and Analytics,Senior Manager,92345.4512073268,43,Rarely,16,5,3,Medium,Exceptional,Single,2
Yes,Marketing,Manager,73137.99217007385,62,Rarely,10,0,6,Very High,Meets Expectations,Married,15
No,IT and Analytics,Senior Manager,91795.0685633459,49,Frequently,2,2,3,Very High,Exceptional,Married,2
No,IT and Analytics,Associate,41283.47897729197,46,Frequently,7,7,2,High,Meets Expectations,Single,6
No,Finance and Operations,Manager,68482.16402601487,51,None,8,1,1,High,Meets Expectations,Single,9
Yes,Sales,Associate,42305.498955772506,61,Rarely,7,7,5,High,Exceeds Expectations,Divorced,7
No,Finance and Operations,Senior Manager,92073.66799548126,49,Rarely,3,1,4,Low,Exceptional,Single,1
No,Sales,Director,131367.78143326694,47,Rarely,2,2,3,Medium,Meets Expectations,Single,1
No,Research,Vice President,171174.54809049095,53,Rarely,10,0,3,Very High,Exceeds Expectations,Married,8
No,IT and Analytics,Senior Manager,103786.59477946852,52,Frequently,0,0,3,Medium,Exceeds Expectations,Single,25
No,Research,Vice President,172669.32896632235,44,Rarely,19,15,1,Medium,Exceeds Expectations,Divorced,13
No,IT and Analytics,Director,113657.73814580291,50,Rarely,2,2,3,High,Meets Expectations,Divorced,23
Yes,Marketing,Associate,39303.924317327925,63,Rarely,10,1,4,High,Exceeds Expectations,Married,7
Yes,Sales,Manager,69436.93289973911,60,Rarely,5,0,5,Low,Minimally Effective,Single,23
No,Finance and Operations,Director,124516.2276309841,49,Rarely,9,6,5,Very High,Exceeds Expectations,Married,6
No,Product Development,Director,104820.34444665012,45,Rarely,7,1,5,High,Meets Expectations,Married,10
No,Marketing,Manager,65444.37217057736,47,Rarely,7,5,3,Low,Meets Expectations,Single,1
No,Product Development,Senior Manager,77160.8520807704,48,None,9,7,2,Very High,Minimally Effective,Married,1
No,IT and Analytics,Senior Manager,82237.25335940177,53,Rarely,3,1,1,Low,Meets Expectations,Married,28
Yes,Marketing,Manager,68543.16288576864,52,Rarely,5,1,7,Medium,Meets Expectations,Single,25
Yes,Marketing,Manager,59397.66943619513,58,Rarely,8,7,4,Medium,Exceeds Expectations,Single,5
No,Sales,Senior Manager,98432.48756312406,46,Rarely,9,0,3,Low,Exceptional,Married,17
No,IT and Analytics,Senior Manager,83314.37792953651,50,Rarely,8,1,3,High,Exceeds Expectations,Single,18
No,Sales,Manager,76077.47149745433,51,None,10,9,3,High,Not Effective,Divorced,2
No,IT and Analytics,Senior Manager,81249.63335965588,48,None,19,11,3,Medium,Meets Expectations,Single,10
Yes,Research,Associate,43394.08561163234,58,Frequently,3,2,5,Medium,Exceeds Expectations,Single,1
Yes,Product Development,Senior Manager,88990.62175858897,58,Rarely,3,1,3,Low,Minimally Effective,Married,3
No,Sales,Vice President,181520.72472026284,42,None,20,2,2,High,Exceptional,Married,2
No,IT and Analytics,Vice President,172580.0460864202,52,Rarely,19,9,3,High,Meets Expectations,Married,2
No,Sales,Senior Manager,88749.39492753759,44,Rarely,7,7,3,Medium,Exceeds Expectations,Single,8
No,Product Development,Manager,70799.3402208384,54,None,4,0,2,High,Meets Expectations,Divorced,16
No,Research,Senior Manager,88283.15326188064,44,Rarely,9,1,1,Very High,Exceptional,Divorced,9
No,IT and Analytics,Director,121519.21905525916,54,Rarely,9,8,1,Very High,Exceeds Expectations,Single,2
No,Research,Director,120102.29352957243,46,Frequently,9,1,2,Low,Exceeds Expectations,Divorced,1
No,IT and Analytics,Senior Manager,95063.42543867005,48,Frequently,9,1,3,High,Meets Expectations,Single,4
No,Research,Senior Manager,106121.97617759841,55,Rarely,33,0,2,Medium,Meets Expectations,Divorced,5
No,Finance and Operations,Director,111126.41623436613,46,Rarely,7,1,5,Low,Meets Expectations,Divorced,2
No,IT and Analytics,Director,112406.92902486278,55,Rarely,10,9,3,Low,Exceptional,Single,15
No,Finance and Operations,Director,120664.56513016671,45,Rarely,3,1,2,Very High,Exceeds Expectations,Married,19
Yes,Sales,Manager,69103.8287432988,61,Rarely,10,5,5,Low,Exceptional,Married,7
No,Marketing,Senior Manager,78408.37872430193,51,Rarely,4,0,2,Medium,Meets Expectations,Married,1
No,IT and Analytics,Senior Manager,92312.25988331648,48,Frequently,15,6,1,Low,Exceptional,Married,7
No,Marketing,Senior Manager,93696.77913306239,48,Rarely,10,0,2,Very High,Exceeds Expectations,Single,4
No,IT and Analytics,Director,107984.08074896476,49,Rarely,1,0,3,Very High,Exceeds Expectations,Married,11
No,IT and Analytics,Manager,73543.48907441761,50,Rarely,5,0,2,Medium,Meets Expectations,Single,11
No,IT and Analytics,Manager,71211.76971675253,51,None,0,0,2,Very High,Minimally Effective,Single,1
No,Sales,Vice President,197965.06420596535,52,Rarely,9,0,2,Very High,Meets Expectations,Married,1
No,Sales,Director,113114.58846266096,48,Frequently,6,0,2,Very High,Exceptional,Single,2
Yes,Product Development,Manager,62123.620629968835,55,Rarely,19,3,5,High,Meets Expectations,Single,13
No,Marketing,Senior Manager,88142.8857215565,56,Rarely,19,15,2,Medium,Exceptional,Married,23
No,Research,Manager,70448.54504647372,48,None,5,0,3,High,Exceeds Expectations,Divorced,26
No,Research,Senior Manager,86590.95405491335,46,Rarely,12,11,3,High,Exceptional,Divorced,2
No,IT and Analytics,Vice President,202676.68648791322,42,Rarely,8,7,2,High,Meets Expectations,Married,29
Yes,Product Development,Director,130725.96274569457,59,Frequently,1,0,2,Very High,Meets Expectations,Single,2
Yes,Product Development,Senior Manager,92964.75590790296,58,Frequently,4,3,5,High,Minimally Effective,Married,18
No,IT and Analytics,Senior Manager,91334.72837805461,50,Frequently,4,0,2,High,Minimally Effective,Divorced,7
No,Finance and Operations,Senior Manager,87309.80679263486,54,Rarely,14,4,4,Very High,Exceptional,Single,2
No,IT and Analytics,Senior Manager,88410.12166851824,48,Rarely,5,0,5,Low,Meets Expectations,Married,26
Yes,Sales,Associate,40239.674289722076,65,Rarely,10,6,4,High,Meets Expectations,Married,22
No,IT and Analytics,Associate,35928.770738385756,43,Rarely,5,1,2,Very High,Meets Expectations,Married,21
No,Sales,Senior Manager,93603.97660024387,51,Frequently,4,3,3,Medium,Meets Expectations,Married,2
No,Sales,Senior Manager,77848.10504476912,51,Frequently,6,3,3,Very High,Meets Expectations,Divorced,22
No,Product Development,Vice President,165415.5728226275,46,Rarely,6,1,3,High,Exceeds Expectations,Married,4
No,Product Development,Director,113245.15760399622,48,Frequently,5,1,1,Very High,Exceptional,Married,5
No,Sales,Senior Manager,97363.88069619381,40,Rarely,3,1,2,Medium,Exceeds Expectations,Married,2
No,Sales,Senior Manager,87750.00618125405,47,None,6,0,5,High,Minimally Effective,Married,25
No,IT and Analytics,Senior Manager,93092.97782029385,44,Rarely,3,1,3,High,Meets Expectations,Married,18
No,IT and Analytics,Senior Manager,100966.89558619355,50,Frequently,5,0,6,High,Exceptional,Married,28
No,Product Development,Manager,63182.67805703589,45,Rarely,20,1,3,High,Meets Expectations,Single,6
No,Research,Vice President,167885.9513043814,45,Rarely,6,4,2,Very High,Meets Expectations,Married,10
Yes,Product Development,Manager,77698.0213134964,55,Rarely,8,7,6,High,Exceeds Expectations,Single,17
No,Research,Director,122461.62960951065,47,Rarely,4,1,3,Very High,Exceptional,Single,2
No,Research,Senior Manager,84411.52317635968,54,Rarely,20,0,6,Low,Exceptional,Married,10
No,IT and Analytics,Director,120644.58863602036,53,Rarely,5,0,7,Low,Meets Expectations,Married,8
No,Sales,Director,119014.16846276307,50,Rarely,3,0,3,High,Meets Expectations,Single,11
No,Marketing,Associate,42515.294132325456,47,Frequently,2,2,1,Very High,Not Effective,Single,18
No,Research,Manager,74717.59252285233,47,Rarely,3,0,3,Very High,Exceeds Expectations,Married,1
No,Research,Manager,68519.25850683366,49,Rarely,7,0,4,Low,Meets Expectations,Single,7
No,Product Development,Vice President,189928.829233596,55,Rarely,10,0,2,Low,Exceptional,Single,17
Yes,Product Development,Manager,67735.96813897268,61,Frequently,4,1,3,Low,Exceeds Expectations,Single,28
Yes,Finance and Operations,Associate,40553.01484010924,63,Frequently,8,7,7,Very High,Meets Expectations,Single,14
No,IT and Analytics,Manager,59268.9886844428,51,Rarely,20,12,2,Very High,Exceeds Expectations,Single,1
No,Product Development,Senior Manager,81549.4662056851,44,Rarely,9,1,7,Low,Exceeds Expectations,Married,1
No,Product Development,Director,115151.20947434012,49,Rarely,7,0,6,Very High,Exceptional,Divorced,1
No,Research,Associate,40689.79899855689,49,Rarely,5,0,2,Medium,Exceptional,Single,3
Yes,Sales,Manager,65077.041768302646,60,Frequently,1,0,6,High,Meets Expectations,Single,1
No,Finance and Operations,Manager,80531.52107368625,55,Rarely,3,0,4,Low,Meets Expectations,Divorced,7
No,IT and Analytics,Director,118368.17793732382,49,Rarely,3,1,3,Medium,Exceeds Expectations,Single,8
No,IT and Analytics,Vice President,176281.97985857356,50,Frequently,4,1,2,Low,Exceeds Expectations,Divorced,1
Yes,Product Development,Manager,64828.283329318925,62,Rarely,1,0,7,Medium,Meets Expectations,Single,8
No,IT and Analytics,Vice President,189595.23156452688,46,Rarely,5,1,1,Low,Exceptional,Married,11
No,Marketing,Manager,72672.28916872866,49,Rarely,10,1,2,Very High,Meets Expectations,Single,4
No,IT and Analytics,Senior Manager,79767.1047606364,54,Rarely,3,0,3,Low,Meets Expectations,Married,16
No,IT and Analytics,Senior Manager,98100.96946760817,49,Rarely,6,1,3,Very High,Minimally Effective,Married,1
Yes,Product Development,Associate,42452.56326771046,62,Rarely,3,2,6,Low,Not Effective,Married,9
No,Marketing,Vice President,191151.8095584631,52,None,6,1,3,High,Exceeds Expectations,Single,5
No,Product Development,Senior Manager,81571.84519308453,48,Rarely,3,1,6,Low,Exceeds Expectations,Married,1
No,Finance and Operations,Senior Manager,89247.02140832109,51,Rarely,20,5,3,High,Exceeds Expectations,Married,2
No,Marketing,Manager,70005.7012737179,45,Rarely,5,0,3,High,Exceeds Expectations,Married,4
No,Sales,Senior Manager,88088.81617942169,47,Rarely,4,0,2,Very High,Meets Expectations,Married,7
No,Finance and Operations,Associate,42877.01609190473,50,Rarely,5,0,3,Medium,Minimally Effective,Married,1
No,Research,Director,113375.83006661384,44,Rarely,4,0,1,High,Exceeds Expectations,Married,5
No,Sales,Vice President,167616.36550311075,48,None,8,0,2,High,Meets Expectations,Divorced,9
No,Finance and Operations,Senior Manager,96744.90649665661,53,Rarely,13,9,3,Very High,Exceeds Expectations,Divorced,8
Yes,Finance and Operations,Associate,42492.22152596136,59,Rarely,7,4,3,Very High,Meets Expectations,Divorced,9
Yes,Sales,Manager,60988.74837475914,59,None,1,0,3,Low,Meets Expectations,Single,2
Yes,Product Development,Associate,39608.09293260467,56,Frequently,10,4,7,Medium,Meets Expectations,Single,1
No,Product Development,Senior Manager,100311.55567493521,51,Rarely,7,0,4,Low,Exceptional,Divorced,20
No,IT and Analytics,Associate,44018.80914440516,51,Rarely,3,0,1,Medium,Meets Expectations,Single,8
Yes,Marketing,Associate,35290.62821893962,60,Frequently,2,2,6,Very High,Exceeds Expectations,Married,2
No,IT and Analytics,Director,120485.78167985275,44,Rarely,3,1,2,Very High,Exceeds Expectations,Married,29
No,Research,Senior Manager,89490.15666082947,50,Rarely,2,2,7,Low,Exceeds Expectations,Divorced,7
Yes,Research,Manager,65245.90473397675,60,Rarely,2,2,7,High,Minimally Effective,Married,9
No,Sales,Senior Manager,79228.51556304806,53,None,9,4,6,Medium,Exceeds Expectations,Divorced,8
No,Sales,Senior Manager,82123.49687961342,45,Rarely,5,1,2,Low,Meets Expectations,Single,5
No,Sales,Associate,41259.91713405125,54,None,5,0,6,High,Exceeds Expectations,Single,5
No,Finance and Operations,Senior Manager,79101.437142143,46,Rarely,9,8,3,Medium,Meets Expectations,Single,2
No,IT and Analytics,Director,125398.30283284449,44,Rarely,3,1,6,High,Exceeds Expectations,Married,5
No,Product Development,Associate,44140.296067708216,50,Rarely,3,1,4,High,Exceeds Expectations,Divorced,2
No,IT and Analytics,Director,114868.45916523508,49,Rarely,5,1,2,Medium,Minimally Effective,Single,20
No,Finance and Operations,Director,112604.41186578138,50,Frequently,4,0,2,Low,Exceptional,Married,7
No,Research,Manager,60562.446065096665,51,Rarely,13,3,3,Low,Exceptional,Single,3
No,Sales,Director,113019.86050979179,49,Rarely,2,2,3,High,Exceeds Expectations,Married,16
No,IT and Analytics,Manager,65176.80892310924,49,Frequently,12,5,3,Very High,Exceeds Expectations,Single,9
No,IT and Analytics,Senior Manager,79319.1095663401,49,Frequently,1,0,2,High,Exceeds Expectations,Married,1
No,IT and Analytics,Manager,68633.46198266886,46,None,1,0,3,High,Minimally Effective,Divorced,7
No,Sales,Senior Manager,89572.24359390451,49,Rarely,12,2,2,High,Exceeds Expectations,Married,1
No,IT and Analytics,Director,109163.31409616244,49,Rarely,8,0,3,Medium,Minimally Effective,Divorced,7
No,Sales,Senior Manager,96701.96452728672,49,Frequently,14,6,1,Low,Exceptional,Divorced,15
Yes,Sales,Associate,36849.10234701353,55,Frequently,3,1,5,High,Meets Expectations,Married,1
Yes,Sales,Director,119870.63090239813,55,Frequently,5,0,7,Medium,Meets Expectations,Single,13
Yes,Sales,Vice President,178782.17168729517,58,Rarely,15,10,3,Medium,Minimally Effective,Single,24
No,Finance and Operations,Senior Manager,88529.41553813443,55,Rarely,1,0,3,High,Exceptional,Married,7
Yes,Product Development,Director,114304.54558840595,61,Frequently,0,0,5,Low,Meets Expectations,Single,9
No,IT and Analytics,Director,111506.44482462518,41,None,1,0,2,Medium,Exceeds Expectations,Married,13
No,IT and Analytics,Director,112041.7977570376,50,Frequently,2,2,3,High,Exceeds Expectations,Single,2
No,Sales,Manager,71363.69783236334,45,Rarely,10,0,2,High,Exceeds Expectations,Divorced,19
No,Research,Senior Manager,102818.74493696695,48,Rarely,5,1,4,High,Exceeds Expectations,Divorced,1
No,Marketing,Director,125668.2904277238,57,Rarely,3,1,3,High,Exceeds Expectations,Married,4
No,IT and Analytics,Director,118523.13912459025,48,Rarely,5,0,3,Medium,Exceptional,Married,4
No,IT and Analytics,Senior Manager,81312.89882692431,48,Rarely,5,1,2,High,Meets Expectations,Married,14
Yes,IT and Analytics,Vice President,173040.56794676624,58,Frequently,0,0,4,Low,Meets Expectations,Single,2
No,Finance and Operations,Vice President,201197.86651126549,50,Rarely,1,0,7,High,Exceeds Expectations,Divorced,1
No,IT and Analytics,Director,115111.11360243407,46,Frequently,4,1,2,Low,Exceeds Expectations,Single,7
No,IT and Analytics,Vice President,162451.974229514,45,Rarely,3,1,1,Low,Exceeds Expectations,Married,3
No,Product Development,Senior Manager,100881.7146214293,42,Frequently,3,0,2,Medium,Exceptional,Married,2
No,IT and Analytics,Director,126160.91115692699,50,Rarely,8,1,5,Medium,Meets Expectations,Married,29
No,Product Development,Vice President,174313.18788587445,47,Rarely,0,0,1,High,Exceeds Expectations,Single,8
No,Sales,Senior Manager,98385.23255608942,50,Rarely,5,0,3,Very High,Meets Expectations,Single,10
No,Marketing,Senior Manager,92108.76834982845,48,Frequently,14,1,3,Very High,Exceeds Expectations,Divorced,11
Yes,Sales,Senior Manager,82835.10023444048,61,Rarely,9,0,7,Low,Minimally Effective,Single,1
No,Research,Senior Manager,89497.56541869265,48,Rarely,20,14,3,Low,Exceptional,Married,28
No,Marketing,Senior Manager,88437.42401486645,46,Rarely,2,2,2,Medium,Exceeds Expectations,Single,6
No,Research,Senior Manager,94329.232747561007,41,Rarely,13,5,6,Medium,Exceptional,Married,3
No,IT and Analytics,Director,121171.70032004139,45,Rarely,11,3,3,Medium,Exceeds Expectations,Single,16
No,Product Development,Senior Manager,94545.97108670804,53,Rarely,4,1,2,High,Exceptional,Single,20
Yes,IT and Analytics,Senior Manager,97912.21108682414,56,Rarely,5,1,3,Low,Meets Expectations,Single,9
No,Sales,Director,129060.93323548362,50,Rarely,10,8,3,High,Minimally Effective,Married,1
Yes,Marketing,Associate,40140.38442617448,56,Frequently,7,7,3,High,Meets Expectations,Single,3
No,Research,Manager,65267.119507556265,45,Frequently,32,13,1,Very High,Exceptional,Single,22
No,Research,Manager,73279.76916486434,48,Rarely,11,5,7,High,Meets Expectations,Married,7
No,Product Development,Senior Manager,95510.73883388763,48,Rarely,1,0,3,Medium,Meets Expectations,Married,2
No,Marketing,Director,122801.9970099907,45,Rarely,10,3,2,Very High,Exceeds Expectations,Married,13
No,Research,Director,121769.18248376914,53,Rarely,7,0,2,Low,Exceeds Expectations,Married,8
No,IT and Analytics,Director,119486.65178041639,55,Rarely,5,0,3,Medium,Meets Expectations,Single,25
No,Marketing,Director,120089.16598215977,50,Rarely,5,0,3,Very High,Exceeds Expectations,Married,28
No,IT and Analytics,Senior Manager,87081.84134789075,49,Frequently,20,13,1,Very High,Meets Expectations,Married,2
No,Research,Manager,61782.64492167433,47,Rarely,8,7,3,Low,Exceeds Expectations,Married,9
No,Sales,Associate,37837.29358231361,47,Rarely,15,5,2,High,Exceeds Expectations,Married,28
No,IT and Analytics,Manager,60867.697371884926,47,Rarely,21,7,3,Very High,Exceeds Expectations,Single,6
No,IT and Analytics,Director,121831.68618119971,47,Rarely,1,0,2,Low,Meets Expectations,Divorced,21
No,Marketing,Senior Manager,94321.73571483472,48,None,2,2,2,Very High,Meets Expectations,Divorced,8
No,IT and Analytics,Senior Manager,81311.92214967699,49,Rarely,10,7,2,Medium,Exceeds Expectations,Divorced,1
No,IT and Analytics,Manager,72249.6280464346,47,Rarely,5,4,1,High,Exceptional,Married,28
No,Marketing,Manager,64513.39224350258,44,Rarely,7,2,2,Medium,Meets Expectations,Married,5
No,Marketing,Director,118782.3424119048,50,Rarely,3,1,7,Very High,Minimally Effective,Single,2
No,Research,Senior Manager,88212.77469863303,46,Rarely,8,7,3,High,Exceeds Expectations,Divorced,16
No,IT and Analytics,Manager,72626.11144175901,52,Rarely,1,0,3,High,Meets Expectations,Married,9
No,IT and Analytics,Director,120562.1973091672,47,Rarely,2,2,2,Low,Exceptional,Married,8
